Net_Income_to_Total_Assets,ROA(A)_before_interest_and_%_after_tax,ROA(B)_before_interest_and_depreciation_after_tax,ROA(C)_before_interest_and_depreciation_before_interest,Net_worth/Assets,Debt_ratio_%,Persistent_EPS_in_the_Last_Four_Seasons,Retained_Earnings_to_Total_Assets,Net_profit_before_tax/Paid-in_capital,Per_Share_Net_profit_before_tax_(Yuan_¥),Current_Liability_to_Assets,Working_Capital_to_Total_Assets,Net_Income_to_Stockholder's_Equity,Borrowing_dependency,Current_Liability_to_Current_Assets,Liability_to_Equity,Net_Value_Per_Share_(A),Net_Value_Per_Share_(B),Net_Value_Per_Share_(C),Current_Liability_to_Equity,Current_Liabilities/Equity,Working_Capital/Equity,Operating_Profit_Per_Share_(Yuan_¥),Operating_profit/Paid-in_capital,Liability-Assets_Flag,Total_expense/Assets,Equity_to_Long-term_Liability,CFO_to_Assets,Tax_rate_(A),Cash/Total_Assets,Gross_Profit_to_Sales,Operating_Gross_Margin,Bankrupt?
0.847749510568134,0.624291321412996,0.610525188714599,0.558182615902111,0.948876863077063,0.0511231369229374,0.245343670227853,0.947864568857826,0.19540758615489,0.196354598177299,0.0389421173580829,0.896880323832737,0.842952777150916,0.369853025053514,0.0091253681600734,0.276169747439038,0.193080780413805,0.193080780413805,0.193080780413805,0.327422794248735,0.327422794248735,0.739250351848338,0.122628450451918,0.122632598889377,0,0.0215989043672522,0.110933233663468,0.594814101815927,0.0931268346998684,0.143448037152806,0.616029196621904,0.616029346055723,0
0.804555135370918,0.548789795028347,0.497296429145029,0.446156096134159,0.92163739154095,0.0783626084590501,0.204500330906684,0.93422041549215,0.171872407812382,0.172855313700384,0.0710733350042213,0.791976813953645,0.840584215136496,0.372175859963363,0.0291977664031184,0.277174461216187,0.170999957861026,0.170999957861026,0.170999957861026,0.328734455037298,0.328734455037298,0.734250497263476,0.0894064001302825,0.08941977299005,0,0.0270970641026317,0.110933233663468,0.550817407780241,0.0,0.0600375973347365,0.593998068174999,0.593998183888497,0
0.806411613838654,0.550261665939817,0.555115370201831,0.512065519426705,0.914139734558757,0.0858602654412431,0.21991112791907,0.935081740006252,0.17473795339718,0.175717406040521,0.036167554077536,0.806520617315134,0.840724924810697,0.373115282844573,0.017630284101385,0.277496312234455,0.177067970165606,0.177067970165606,0.177067970165606,0.327525975393182,0.327525975393182,0.735181486443842,0.103574627473333,0.103579396485743,0,0.0242404925217081,0.118390779169948,0.608610757447085,0.258730640753113,0.111098160543126,0.619179495101344,0.619178714020093,0
0.748854376539882,0.461458787614479,0.458108035762086,0.38804660459221,0.988360492184902,0.0116395078150981,0.204027607071949,0.915782005430406,0.154980770680944,0.155984032537471,0.0110482824716874,0.840631317673421,0.837757525918606,0.36963718146295,0.0046798350426434,0.275052304851274,0.16198221735283,0.16198221735283,0.16198221735283,0.326479662357713,0.326479662357713,0.735807676199906,0.0918491979480498,0.0918299216701679,0,0.0585536525844104,0.110933233663468,0.39998062518831,0.0,0.0608753102224997,0.596288128128388,0.596289943642889,0
0.797124168131209,0.541648495420846,0.525777611221157,0.47667332910837,0.81694228618073,0.18305771381927,0.215656613406448,0.932346660455007,0.170251112284142,0.171951495066657,0.17207375995824,0.845066773218449,0.840182694566715,0.38085992981169,0.0298531616661072,0.285476179748419,0.172137710168134,0.172137710168134,0.172137710168134,0.338021741837482,0.338021741837482,0.742100482851663,0.104470320006514,0.104450632664029,0,0.0265085465857925,0.115475365238135,0.520024138118482,0.384755542058913,0.0313165729306311,0.597017815811339,0.597017829602618,0
0.820370432584825,0.576809856083733,0.561700305155522,0.516550480183298,0.862079390513045,0.137920609486955,0.231918313321358,0.939499377009673,0.186893899404268,0.188220230473752,0.127437699681238,0.778073083143353,0.842158348765478,0.376124791146163,0.0389010688979597,0.280564140640282,0.180059837343559,0.180059837343559,0.180059837343559,0.332472989576712,0.332472989576712,0.734046344901461,0.114730070841137,0.114555343853307,0,0.0259458444511989,0.113814173639072,0.632264271106595,0.22360562810001,0.0371973346239485,0.614245364004052,0.614249268510645,0
0.902103564240483,0.805876580898386,0.803897424915681,0.731828596499781,0.876228194818152,0.123771805181848,0.345844757492673,0.967034187236294,0.276065153457507,0.276945093018001,0.0949042387712526,0.793175144966409,0.848498310688584,0.375435881033276,0.0321134865192551,0.279548786411585,0.226876237832371,0.226876237832371,0.226876237832371,0.330485457484618,0.330485457484618,0.734945501592618,0.214477648399967,0.214470662953735,0,0.0287176610756373,0.116892922527398,0.600442047762796,0.0242939568782265,0.0598210969997945,0.6446210742899,0.644625895443866,0
0.829769742374475,0.592073702573048,0.584934953691311,0.54311899770877,0.967560540556882,0.0324394594431176,0.228703791245155,0.946095524301254,0.184382776562853,0.185358138133615,0.0241767741845756,0.855660636612721,0.841808044393475,0.36963718146295,0.0081152689573187,0.275599729695186,0.180144115292234,0.180144115292234,0.180144115292234,0.326894987366359,0.326894987366359,0.736813361251017,0.110495887957007,0.110459719575944,0,0.0178836773435603,0.110933233663468,0.639742851064877,0.238789351148902,0.0716814570782501,0.605333379609453,0.605334467201891,0
0.788717208507972,0.522623201046664,0.514106750896729,0.471213376882952,0.83604921849019,0.16395078150981,0.208565755885412,0.92472175526387,0.166216725737124,0.167206447239587,0.123785433456294,0.715350880581035,0.839291540461206,0.375217800721566,0.0709601738438071,0.282993310920018,0.169946483502592,0.169946483502592,0.169946483502592,0.33348460160137,0.33348460160137,0.728669926483468,0.0938848627961892,0.0938818050059439,0,0.0185745160690209,0.111787139896816,0.560882222650422,0.0,0.0120370063983079,0.605758605238271,0.605759667911039,0
0.804214862287728,0.54917139119058,0.559505326837625,0.503241846633842,0.884663058923119,0.115336941076881,0.220383851753805,0.934534781587811,0.173101576050072,0.174060405212021,0.080361392467357,0.802469637565136,0.840668587975188,0.373875768034123,0.0279849059985254,0.279018662672935,0.17972272554886,0.17972272554886,0.17972272554886,0.329657032041728,0.329657032041728,0.735435065438767,0.100561843498086,0.100534141058837,0,0.0241011405648932,0.115134060978569,0.583818727941946,0.0,0.0231034219285185,0.603894270128819,0.603893108865795,0
0.823446702853472,0.579808111644134,0.567535735317736,0.516647979330181,0.94010944160595,0.0598905583940502,0.233714663893353,0.940474019128127,0.18634341301561,0.187843639376365,0.0586521956251337,0.854807369206777,0.841643255040599,0.36963718146295,0.0160449999912679,0.276467901016914,0.209514980405377,0.209514980405377,0.209514980405377,0.32812289530479,0.32812289530479,0.737334064357817,0.113345818744402,0.113081570504991,0,0.0484215974000443,0.110933233663468,0.680445202017405,0.0708573742281607,0.312573212005955,0.618378694091509,0.618378760143559,0
0.804415111314384,0.563672045355429,0.548851651587344,0.494954419148832,0.752154064757989,0.247845935242011,0.250259998109105,0.934233543283088,0.194306613377573,0.19326655117873,0.247939628999427,0.804360414074419,0.842387790830021,0.409918292576546,0.0388626262416292,0.307997686086326,0.182082508111753,0.182082508111753,0.182082508111753,0.365325697671915,0.365325697671915,0.745227073365003,0.133946747007573,0.131768365170095,0,0.0083408136271002,0.115087746152573,0.44288250312891,0.0,0.0140644852021366,0.615300503621652,0.615301460095995,0
0.848987591681702,0.638192324465765,0.615022217463462,0.560035099692878,0.959095443964084,0.0409045560359162,0.262172638744445,0.950798563914021,0.211982505090114,0.217970927167282,0.0359955421493923,0.844038414767138,0.842903869071275,0.36964500998696,0.0122577805335235,0.275847791598053,0.242383380388521,0.242383380388521,0.242383380388521,0.327282174272529,0.327282174272529,0.736415434719288,0.123198436609397,0.123153712117511,0,0.0160483656346816,0.110933233663468,0.607990036811065,0.052333232108513,0.124711379734714,0.615710490973843,0.615712247221782,0
0.783171279469722,0.505124291321413,0.492264039830826,0.444596109784039,0.934546663844968,0.0654533361550322,0.209038479720147,0.918450344542456,0.164640675665485,0.161934171876177,0.0709997592332762,0.900882108207676,0.839277571951527,0.372067378987794,0.014191405891354,0.276669321360517,0.171674181450423,0.171674181450423,0.171674181450423,0.328589252842388,0.328589252842388,0.739915832640583,0.0894064001302825,0.0893953458074812,0,0.0347725007169601,0.110933233663468,0.503090086320426,0.0,0.547709089591633,0.627013982219031,0.627012496576774,0
0.865644850090012,0.647732228521587,0.628299159483912,0.594257300248623,0.923844363152644,0.0761556368473562,0.256310863193722,0.954589686327867,0.215798205263555,0.216690517436168,0.0696239226545128,0.837870482482751,0.844401049487928,0.371073156438514,0.0200027968702817,0.277083707228444,0.194639922464287,0.194639922464287,0.194639922464287,0.328657222095489,0.328657222095489,0.736786939720893,0.137610943734224,0.137606461804029,0,0.017950489029933,0.110933233663468,0.676014612770406,0.217329689239802,0.13389339496297,0.614246425493798,0.614249268510645,0
0.809896188680023,0.555276929786306,0.537876759997859,0.489591966070297,0.90612812528343,0.0938718747165704,0.22454382149948,0.940757587661856,0.180114621823392,0.17963395345334,0.0540811113205475,0.809704272379654,0.840988869316873,0.372426372731685,0.0216558214510185,0.277867489530105,0.202562049639712,0.202562049639712,0.202562049639712,0.32827278241778,0.32827278241778,0.735503234602662,0.0988518850256494,0.0988486654615923,0,0.0162487208023558,0.114985028001436,0.562203853761634,0.203866788136451,0.222919599874548,0.603296484708325,0.603294945156315,0
0.82006586781743,0.582806367204535,0.565180148830237,0.525520401696485,0.867884028176679,0.132115971823321,0.239765528977971,0.939730531719156,0.197126913505769,0.203811101905551,0.116674639021968,0.833873403913099,0.842058977782455,0.370452466320571,0.0267747762253303,0.280128340919664,0.208714339892967,0.208714339892967,0.208714339892967,0.33174037630339,0.33174037630339,0.738135210846501,0.130445403468773,0.130457439705571,0,0.0257778025676909,0.113100389728036,0.621980671260648,0.276444984310153,0.296613046829103,0.601333373830463,0.601334697819225,0
0.816544486603208,0.570704317488007,0.595963381337331,0.534149076195583,0.89720954137316,0.10279045862684,0.231067410418833,0.946584706315798,0.181223135510143,0.182194772915568,0.0560905738550099,0.743774569045192,0.841504877212426,0.375036626308762,0.0558214255027212,0.278314247305184,0.199359487590072,0.199359487590072,0.199359487590072,0.328450313629711,0.328450313629711,0.731487810852689,0.0996661509649051,0.0996791896689302,0,0.0125111264956631,0.118829442732161,0.635255372832541,0.0,0.0610426566318304,0.611118667149876,0.611121520921316,0
0.837597588051176,0.619548626253816,0.608704962792441,0.536830302734851,0.94839314327176,0.0516068567282402,0.242507327219438,0.948482962597008,0.188153231279692,0.190329140619116,0.0558159424780712,0.909763991142475,0.842386425961722,0.36963718146295,0.0113662451834254,0.276185118893645,0.203615523998146,0.203615523998146,0.203615523998146,0.327965977378718,0.327965977378718,0.739911251596493,0.126048367396792,0.125995407689677,0,0.08187771783894,0.110933233663468,0.53333842989055,0.0,0.10678882269767,0.616815133388093,0.616814886348895,0
0.854999476171048,0.635194068905364,0.6706997162589,0.621995807536684,0.967530308069051,0.032469691930949,0.250259998109105,0.953555646540777,0.197549204434055,0.198538826542141,0.0191328112411826,0.840340400205918,0.843126921967378,0.37021425551855,0.0076289023927431,0.275600052225098,0.201340019383928,0.201340019383928,0.201340019383928,0.326745015884517,0.326745015884517,0.736099690109601,0.125885514208941,0.125799990229127,0,0.0100925557905552,0.112407541620273,0.706430275731287,0.0026318453284745,0.19010047102397,0.62447112230993,0.624475705905245,0
0.878146197652347,0.713530309638029,0.710048717811446,0.661872958611612,0.859902651389183,0.140097348610817,0.452207620308216,0.969118315104661,0.378259558102707,0.380507644799277,0.147342023451212,0.884201405810324,0.847267317387269,0.370539698445255,0.023870027426494,0.280736933013531,0.342168471619401,0.342168471619401,0.342168471619401,0.333555888630528,0.333555888630528,0.742393794204688,0.3215536194121,0.321535004152621,0,0.0287241684562038,0.110933233663468,0.621420749570012,0.0897864156291122,0.160168702230065,0.613751143631695,0.613751999884691,0
0.813337263420908,0.581225468818142,0.563627603190749,0.518354214400624,0.846570124255525,0.153429875744475,0.237874633639028,0.937318940502073,0.190762385943745,0.191760186789184,0.157197899273982,0.79724375983137,0.841710503692372,0.378878194876567,0.0362352086884461,0.281906779248807,0.216805022965741,0.216805022965741,0.216805022965741,0.33477717040821,0.33477717040821,0.735917006411749,0.122791303639769,0.122510462976534,0,0.0240009901596224,0.110933233663468,0.57456849861135,0.158821743091406,0.0605096395487909,0.595507951398044,0.595511610141397,0
0.814412043141806,0.56694286960314,0.551100165961775,0.50397309023546,0.87852586389334,0.12147413610666,0.223787463363903,0.925467450413398,0.178199230827238,0.179182044136477,0.10486996349559,0.854452912747504,0.841492368850144,0.375381081365205,0.022810130295393,0.279399656943445,0.168176646580422,0.168176646580422,0.168176646580422,0.330875172097117,0.330875172097117,0.739201855859219,0.0977933393046169,0.0978227237937043,0,0.0176179669124708,0.113219396039064,0.545438186314685,0.184229172993218,0.0977506690621745,0.605416761146058,0.605420948702057,0
0.766762763337153,0.483482337549062,0.505648053964345,0.463169697265149,0.846418961816368,0.153581038183632,0.195329488512811,0.92176158245499,0.148932961315135,0.148150937711832,0.0806148571990659,0.72547893242269,0.837234408961562,0.37808415886983,0.0740715131171334,0.281922219079571,0.184273734777296,0.184273734777296,0.184273734777296,0.33059763835018,0.33059763835018,0.729770598665541,0.0795537822652878,0.0796163303857866,0,0.0219839670057693,0.126881543527626,0.595470250452029,0.0,0.0202280003353527,0.593655881327322,0.593659464679514,0
0.823188121627742,0.591637592673354,0.598479575994432,0.547603958465363,0.887263052876621,0.112736947123379,0.234754656329772,0.940417802276993,0.185642108438278,0.188596821571138,0.114126773220906,0.860823518236761,0.842081415958548,0.370224320763706,0.0231110274008133,0.278864939952674,0.191437360414648,0.191437360414648,0.191437360414648,0.331047376693491,0.331047376693491,0.739283359540698,0.111635860271965,0.111632224339245,0,0.0396989447058293,0.111580020989507,0.578455257359632,0.0166008705334548,0.20712288599262,0.609809743127522,0.609809884835469,0
0.796656656885735,0.534016572176188,0.511376412013491,0.459415980110174,0.913504852314297,0.086495147685703,0.212347546563298,0.931605812240237,0.169210466782294,0.170219176018679,0.0808874648116661,0.773288763541336,0.840086784180507,0.373312114305397,0.0367371680508704,0.277524415661348,0.177995027601028,0.177995027601028,0.177995027601028,0.329199748225643,0.329199748225643,0.733247098445676,0.0944548489536683,0.0945006269643526,0,0.0161415560056842,0.110933233663468,0.551340431107561,0.0004048992813037,0.0245077683073538,0.611075408181636,0.611078280171233,0
0.817118760193796,0.565525512429132,0.548691043417742,0.504850582557403,0.948241980832603,0.0517580191673973,0.226340172071476,0.942013305447198,0.18203755372898,0.183023273329818,0.046805715943501,0.812951650431028,0.841233652110041,0.370507265988642,0.0193170216591243,0.276190825839192,0.191058109645611,0.191058109645611,0.191058109645611,0.327678273252462,0.327678273252462,0.735051859362572,0.1095187688299,0.109531486638331,0,0.0109376432287774,0.110933233663468,0.572483453664368,0.273914363802004,0.0696539296843664,0.60972779761812,0.609730610126984,0
0.786886024431591,0.517335368512865,0.513571390331388,0.457173499731877,0.860991020951114,0.139008979048886,0.207147584381204,0.931303121265342,0.158615489027977,0.159523988852904,0.066373076147506,0.755384315086221,0.839249055407089,0.376000653122575,0.0446727939705374,0.280651321575403,0.192153722978383,0.192153722978383,0.192153722978383,0.329483156162016,0.329483156162016,0.732294999105375,0.0861493363732595,0.0862035272851629,0,0.0122622785756129,0.123710875925002,0.56300213033089,0.0,0.0470501287811042,0.594288619445284,0.594293662347396,0
0.859884509075055,0.620039249890972,0.603726109534772,0.556086384244138,0.980590742812226,0.019409257187774,0.244492767325329,0.953747017491857,0.196727245305784,0.19771032612789,0.0238639492038268,0.797306096648368,0.84322571929114,0.36963718146295,0.0151168013726906,0.275247256072439,0.188108381441996,0.188108381441996,0.188108381441996,0.326851809159291,0.326851809159291,0.733992155427323,0.117010015471053,0.117014346898562,0,0.0278030940023869,0.110933233663468,0.890922481439884,0.125113877922867,0.0609503129273555,0.620965191109709,0.620965998356852,0
0.779075911351337,0.506650675970345,0.502971251137641,0.448496075659338,0.868186353054993,0.131813646945007,0.200529450694904,0.925801379946957,0.156458788929945,0.157415078707539,0.0671545519427535,0.832215531524995,0.838630881635771,0.376519572428386,0.020370904165174,0.280105772178549,0.190510302979226,0.190510302979226,0.190510302979226,0.329376303728913,0.329376303728913,0.738000099762252,0.0971419265532123,0.097098050710831,0,0.0323746284728509,0.123332310204744,0.536795766471591,0.0,0.0675681880146209,0.602079971695848,0.602084204153995,0
0.820934611610041,0.576591801133886,0.570747898709781,0.530492858187491,0.933911781600508,0.0660882183994921,0.226056537770634,0.946391284873056,0.184269662921348,0.18520750169466,0.0570520149969918,0.807553707777928,0.841535846168219,0.37082599875191,0.0227449108271224,0.276692944168457,0.184484429648982,0.184484429648982,0.184484429648982,0.328120941376106,0.328120941376106,0.734957967382173,0.1060174252911,0.10600582995424,0,0.0149018591915574,0.110960814581489,0.604011181248942,0.301143840469683,0.105553864640476,0.61801501850854,0.618018420559535,0
0.831616694844889,0.597197993894461,0.604743294608919,0.556330132111344,0.946458264050549,0.0535417359494513,0.232674671456935,0.943183000770529,0.18445818565719,0.185734729231001,0.0588033322262027,0.90723071897433,0.842065486428325,0.36963718146295,0.0119778411713822,0.276249648836539,0.184400151700308,0.184400151700308,0.184400151700308,0.328076824234474,0.328076824234474,0.739846625129267,0.112368699617295,0.11231618545117,0,0.0513640559585909,0.110933233663468,0.603082497532627,0.0621520396801296,0.203073909481729,0.615128011645976,0.615128497095663,0
0.772992998137955,0.499291321412996,0.485946785159805,0.43630868229903,0.858663119388094,0.141336880611906,0.187482272856197,0.946886455918007,0.150018852273584,0.15101303005197,0.133869183164347,0.689105088953751,0.838006329016323,0.377699442832763,0.0994685506998459,0.280836541161287,0.201972103998989,0.201972103998989,0.201972103998989,0.332934801572799,0.332934801572799,0.727065095693449,0.100561843498086,0.100558568241406,0,0.0256605888588413,0.110933233663468,0.564523363121946,0.0,0.0148477557583054,0.599785677098152,0.599785237607922,0
0.824749489253399,0.587930658525949,0.582365222977675,0.534782820650319,0.870725882032833,0.129274117967168,0.239103715609341,0.942656983705962,0.189359776789081,0.192889960081344,0.134176261569769,0.791039151009809,0.842410363552373,0.374204566042547,0.0360926850876659,0.279925158972425,0.18836121528802,0.18836121528802,0.18836121528802,0.332465746363751,0.332465746363751,0.734888286417298,0.11725429525283,0.117266761118439,0,0.059344564918766,0.110933233663468,0.659154276809858,0.110537503795931,0.110192365078336,0.625394040692051,0.625398175240347,0
0.796713036413917,0.532490187527257,0.528454414047861,0.483937015551114,0.960123348550352,0.0398766514496478,0.215562068639501,0.942348849353265,0.173237312419878,0.174211041650975,0.0428562900468798,0.859295505275115,0.840081347332605,0.370513976152079,0.0124575954368194,0.275816585868433,0.287092832160465,0.287092832160465,0.287092832160465,0.327487578319247,0.327487578319247,0.737128744873527,0.105203159351844,0.105159020958523,0,0.0110011758839972,0.111150830010216,0.561044645616736,0.821236967304383,0.0569135438202761,0.605611176715411,0.60561553207743,0
0.802491806721383,0.542466201482774,0.549172867926549,0.499878126066397,0.944553617317169,0.055446382682831,0.21858750118181,0.939602630260598,0.172513385114245,0.173457859456202,0.0434300157944106,0.897153209230367,0.840414718105287,0.369903351279293,0.0099572310553947,0.27631425483377,0.174118241961991,0.174118241961991,0.174118241961991,0.327591406700704,0.327591406700704,0.7393951747122,0.100236137122384,0.100249157262201,0,0.0277624818735809,0.111404553829395,0.588628225295302,0.382224921550764,0.0845186908319112,0.611267424895146,0.611265656754926,0
0.699595664128365,0.36404273877017,0.379517104770063,0.339345780724419,0.862230552952202,0.137769447047798,0.185024108915572,0.87924216481163,0.145524470251112,0.144460344957445,0.0522045235735916,0.762875667730398,0.831691481948932,0.377437746458711,0.0382108817866084,0.280553838174211,0.148371328641861,0.148371328641861,0.148371328641861,0.328758945357792,0.328758945357792,0.732870684255471,0.077599544011074,0.0775644470500106,0,0.028973485279063,0.127489341802788,0.488074726919002,0.0,0.0922755077677412,0.502622015773867,0.502623272171695,0
0.799578713240915,0.538323157435674,0.547566786230526,0.49841563886316,0.889863046830124,0.110136953169876,0.21858750118181,0.933051211001682,0.17028881683131,0.171273631091361,0.0976218085308284,0.743493067877791,0.840308602138364,0.373720315914495,0.0525997324339133,0.278715280392414,0.209220007585015,0.209220007585015,0.209220007585015,0.330285807865233,0.330285807865233,0.731452694096838,0.0936405830144125,0.0936293907860667,0,0.0235272217102595,0.113659198254444,0.571188292920447,0.0,0.0276944363226544,0.601364422892002,0.601363524985947,0
0.619552997718412,0.188126907980811,0.245141602869533,0.216984351386925,0.714000665114732,0.285999334885268,0.138697173111468,0.801473999080218,0.136143578915617,0.0091135045567522,0.296591447884006,0.667078154521491,0.634587423149467,0.613650038136096,0.0707463339536922,0.435907360718873,0.127723231216552,0.127723231216552,0.127723231216552,0.523022107444995,0.523022107444995,0.645338824837533,0.0319192248188258,0.0607911150194603,0,0.112008715565066,0.110933233663468,0.401985248158695,0.0,0.670875020817872,0.59919702010031,0.599201487481803,0
0.847120790901054,0.6332860880942,0.620697039456074,0.582508653049286,0.900535115034616,0.0994648849653838,0.248841826604897,0.949147873273851,0.205150441143202,0.20607064848987,0.0432378330219494,0.907293808047089,0.843618566449249,0.372839047783074,0.0093922533053648,0.278143851020535,0.191479499388985,0.191479499388985,0.191479499388985,0.32790093963639,0.32790093963639,0.741687702439656,0.134679586352903,0.134650772713209,0,0.0207625732634154,0.119437069861709,0.61284658913836,0.206802307925903,0.466643686056667,0.613155201710945,0.613153836175212,0
0.798103629260323,0.548135630178805,0.540446490711494,0.49485692000195,0.80696556519636,0.19303443480364,0.218965680249598,0.93856123349435,0.172860266948194,0.173834450553589,0.148790999132943,0.734030366532548,0.840325896066444,0.38727596441824,0.0552426750998399,0.287134337024927,0.184400151700308,0.184400151700308,0.184400151700308,0.337398695626466,0.337398695626466,0.729973923053778,0.109193062454198,0.109148794111421,0,0.0230569804778184,0.122590321347876,0.604224173797669,0.417653608664845,0.207866389543797,0.60950797029125,0.609507199584889,0
